Symbol,Imbalance Side,Imbalance Size,Imbalance Reference Price,moc_date
CAS,BUY,11626,12.39,20200331
CCL.B,BUY,17034,42.735,20200331
CCO,BUY,63476,10.75,20200331
CDAY,BUY,4560,69.59,20200331
CEU,BUY,36356,0.695,20200331
CF,BUY,40985,4.315,20200331
CFP,BUY,50511,7.2,20200331
CFX,BUY,12406,4.995,20200331
CGG,BUY,35520,0.575,20200331
CGO,BUY,4048,85.975,20200331
CHP.UN,BUY,89123,12.805,20200331
CHR,BUY,71693,2.905,20200331
CJ,BUY,11700,0.415,20200331
CJR.B,BUY,123321,2.475,20200331
CLS,BUY,9500,4.965,20200331
CM,BUY,403752,80.785,20200331
CMG,BUY,12600,3.785,20200331
CNE,BUY,92030,3.545,20200331
CNQ,BUY,625720,18.985,20200331
CNR,BUY,289186,109.03,20200331
CP,BUY,45398,308.595,20200331
CPG,BUY,202923,1.085,20200331
CR,BUY,65485,0.203,20200331
CRON,BUY,922,7.945,20200331
CRR.UN,BUY,9231,12.215,20200331
CS,BUY,700,0.44299999999999995,20200331
CSH.UN,BUY,76912,8.795,20200331
CSW.A,BUY,765,15.305,20200331
CTC.A,BUY,33531,85.425,20200331
CUF.UN,BUY,40939,8.095,20200331
CWB,BUY,37831,19.225,20200331
CWEB,BUY,4489,6.105,20200331
CWX,BUY,800,3.27,20200331
D.UN,BUY,13497,23.165,20200331
DIV,BUY,200,1.645,20200331
DML,BUY,28000,0.363,20200331
DPM,BUY,72090,4.385,20200331
DRT,BUY,14081,1.335,20200331
DSG,BUY,52775,48.065,20200331
ECN,BUY,33667,3.735,20200331
EDR,BUY,18650,1.855,20200331
EDV,BUY,5748,20.005,20200331
EF.UN,BUY,100,6.83,20200331
EFN,BUY,495784,8.825,20200331
EFR,BUY,100,1.59,20200331
EFX,BUY,40782,5.78,20200331
EGLX,BUY,5100,1.805,20200331
EIF,BUY,11066,17.65,20200331
ELD,BUY,169219,8.705,20200331
ENB,BUY,1010574,40.225,20200331
ENGH,BUY,32789,43.29,20200331
EQB,BUY,1238,56.6,20200331
EQX,BUY,91179,9.355,20200331
ET,BUY,3262,12.795,20200331
ETG,BUY,373,0.26,20200331
EXE,BUY,75159,5.715,20200331
FAF,BUY,100,0.43799999999999994,20200331
FCR.UN,BUY,63238,13.54,20200331
FFH,BUY,14406,428.65,20200331
FNV,BUY,66906,140.075,20200331
FR,BUY,8005,8.76,20200331
FRU,BUY,41662,2.925,20200331
FSZ,BUY,1530,6.515,20200331
FTN,BUY,100,4.555,20200331
FTS,BUY,1268,54.055,20200331
FTT,BUY,95482,14.98,20200331
FVI,BUY,28457,3.255,20200331
GC,BUY,42807,24.69,20200331
GCM,BUY,70,4.045,20200331
GEC.UN,BUY,100,11.055,20200331
GEI,BUY,56126,15.99,20200331
GFL,BUY,7319,21.19,20200331
GH,BUY,100,3.855,20200331
GLO,BUY,5397,0.37799999999999995,20200331
GOLD,BUY,100,1.295,20200331
GOOS,BUY,17442,28.03,20200331
GRT.UN,BUY,8920,56.825,20200331
GSC,BUY,12000,3.435,20200331
GSY,BUY,5952,36.025,20200331
GTE,BUY,79230,0.34,20200331
HBM,BUY,7279,2.635,20200331
HDI,BUY,104,9.7,20200331
HLF,BUY,50,6.395,20200331
HOT.UN,BUY,2300,1.985,20200331
HR.UN,BUY,207713,8.725,20200331
HRX,BUY,1018,10.105,20200331
IFC,BUY,14082,120.835,20200331
IFP,BUY,386,6.275,20200331
III,BUY,100,1.295,20200331
IIP.UN,BUY,120233,13.12,20200331
IMG,BUY,5086,3.215,20200331
IMO,BUY,157176,15.645,20200331
IMV,BUY,100,2.44,20200331
INE,BUY,106341,19.01,20200331
INO.UN,BUY,1758,5.775,20200331
IPL,BUY,205868,8.225,20200331
IPLP,BUY,5200,4.63,20200331
KBL,BUY,254,28.275,20200331
KEL,BUY,121312,1.035,20200331
KEY,BUY,131870,12.865,20200331
KMP.UN,BUY,27283,15.625,20200331
KXS,BUY,24954,107.595,20200331
L,BUY,31057,72.265,20200331
LABS,BUY,8438,1.575,20200331
LAM,BUY,35437,0.213,20200331
LAS.A,BUY,307,145.24,20200331
LB,BUY,27839,30.27,20200331
LGO,BUY,48354,0.665,20200331
LNR,BUY,37469,28.83,20200331
LSPD,BUY,42785,18.855,20200331
LUC,BUY,20674,0.40299999999999997,20200331
LUG,BUY,17926,7.755,20200331
LUN,BUY,197889,5.255,20200331
MAG,BUY,38725,10.78,20200331
MAL,BUY,2013,6.44,20200331
MAXR,BUY,8719,14.92,20200331
MDC.UN,BUY,100,9.335,20200331
MDI,BUY,1475,2.85,20200331
MEG,BUY,36872,1.635,20200331
MFC,BUY,998214,17.57,20200331
MGA,BUY,50000,0.068,20200331
MI.UN,BUY,33618,19.54,20200331
MID.UN,BUY,100,5.15,20200331
MKP,BUY,100,12.095,20200331
MOGO,BUY,100,1.46,20200331
MOZ,BUY,100,1.045,20200331
MRG.UN,BUY,7965,13.28,20200331
MTY,BUY,22065,21.695,20200331
,BUY,34139,53.935,20200331
NEO,BUY,1964,6.27,20200331
NEPT,BUY,7473,1.615,20200331
NEXA,BUY,200,4.69,20200331
NFI,BUY,44041,14.765,20200331
NG,BUY,19298,10.43,20200331
NGD,BUY,374636,0.72,20200331
NPI,BUY,15737,27.91,20200331
NTR,BUY,220132,47.75,20200331
NVA,BUY,79180,0.478,20200331
NVU.UN,BUY,187783,32.14,20200331
NWC,BUY,25820,22.065,20200331
NWH.UN,BUY,36183,9.45,20200331
NXE,BUY,134084,1.025,20200331
OGI,BUY,36455,2.795,20200331
ONEX,BUY,26041,51.47,20200331
OR,BUY,29282,10.53,20200331
OSB,BUY,18770,16.7,20200331
OSK,BUY,64508,2.205,20200331
OTEX,BUY,26665,49.39,20200331
OVV,BUY,103271,3.775,20200331
PAAS,BUY,7163,20.535,20200331
PBH,BUY,23712,71.52,20200331
PCD.UN,BUY,100,6.265,20200331
PEY,BUY,172614,1.425,20200331
PG,BUY,26786,1.195,20200331
PIF,BUY,147,11.13,20200331
PLC,BUY,1622,16.61,20200331
POU,BUY,84942,1.07,20200331
POW,BUY,511424,22.365,20200331
PPL,BUY,153581,25.76,20200331
PRMW,BUY,10765,12.83,20200331
PRV.UN,BUY,300,3.625,20200331
PSK,BUY,85629,7.39,20200331
PTM,BUY,100,1.87,20200331
PVG,BUY,23631,8.175,20200331
PWF.PR.A,BUY,10000,8.51,20200331
PXT,BUY,110587,12.005,20200331
PZA,BUY,1386,7.32,20200331
QBR.B,BUY,45362,31.19,20200331
QSR,BUY,203948,56.42,20200331
QTRH,BUY,100,1.62,20200331
RA.UN,BUY,100,8.25,20200331
RAY.A,BUY,2294,3.945,20200331
RCI.B,BUY,116051,58.475,20200331
REAL,BUY,13271,13.955,20200331
RECP,BUY,36,8.645,20200331
RIV,BUY,1888,0.885,20200331
RNW,BUY,12111,14.765,20200331
RNX,BUY,26644,0.303,20200331
ROOT,BUY,7500,0.765,20200331
ROXG,BUY,16552,0.75,20200331
RSI,BUY,55354,4.365,20200331
RY,BUY,609856,85.88,20200331
SAP,BUY,82555,33.705,20200331
SBB,BUY,8138,1.17,20200331
SCL,BUY,78866,1.705,20200331
SDY,BUY,1000,1.92,20200331
SHOP,BUY,24429,590.69,20200331
SIA,BUY,7841,12.065,20200331
SII,BUY,26291,2.255,20200331
SIL,BUY,24598,7.305,20200331
SIS,BUY,37608,10.53,20200331
SJR.B,BUY,199361,22.735,20200331
SLF,BUY,170133,45.05,20200331
SMU.UN,BUY,115119,8.655,20200331
SNC,BUY,104314,20.66,20200331
SRU.UN,BUY,31087,18.615,20200331
SSRM,BUY,24129,16.275,20200331
STN,BUY,19039,35.89,20200331
SU,BUY,800289,22.2,20200331
SVM,BUY,16810,4.635,20200331
SW,BUY,20672,7.865,20200331
T,BUY,372528,22.165,20200331
TC,BUY,300,67.52,20200331
TCL.A,BUY,55749,12.35,20200331
TCN,BUY,57596,6.815,20200331
TD,BUY,392562,59.28,20200331
TECK.B,BUY,476419,10.515,20200331
TEV,BUY,5060,3.45,20200331
TGZ,BUY,49346,6.84,20200331
TH,BUY,3,2.235,20200331
TIH,BUY,11293,61.135,20200331
TMQ,BUY,100,1.915,20200331
TOT,BUY,6156,1.855,20200331
TOU,BUY,57111,8.565,20200331
TOY,BUY,6574,13.39,20200331
TRI,BUY,160215,94.915,20200331
TRP,BUY,490960,61.775,20200331
TRP.PR.B,BUY,9421,7.86,20200331
TRP.PR.H,BUY,10000,8.085,20200331
TRQ,BUY,324648,0.555,20200331
TRZ,BUY,10300,8.585,20200331
TSGI,BUY,54769,28.52,20200331
TVE,BUY,9366,0.473,20200331
TWM,BUY,138322,0.425,20200331
U,BUY,2421,3.895,20200331
UEX,BUY,65307,0.11800000000000001,20200331
UNS,BUY,35299,4.995,20200331
VET,BUY,148423,4.265,20200331
VGCX,BUY,171,6.275,20200331
VII,BUY,190552,1.565,20200331
WCN,BUY,13409,109.285,20200331
WEED,BUY,65519,20.28,20200331
WELL,BUY,600,1.53,20200331
WIR.U,BUY,46329,8.915,20200331
WIR.UN,BUY,73,12.575,20200331
WJX,BUY,18557,6.34,20200331
WN,BUY,5374,100.97,20200331
WPK,BUY,9531,43.46,20200331
WSP,BUY,7031,78.995,20200331
WTE,BUY,68929,13.06,20200331
X,BUY,30752,104.945,20200331
XAU,BUY,100,2.925,20200331
XTC,BUY,691,5.37,20200331
Y,BUY,696,7.28,20200331
YRI,BUY,75867,3.955,20200331
ZZZ,BUY,9699,9.975,20200331
ABT,SELL,2253,8.65,20200331
AC,SELL,457987,16.115,20200331
ACB,SELL,619129,1.275,20200331
ADN,SELL,100,12.735,20200331
AI,SELL,891,9.14,20200331
ALA.PR.E,SELL,371,13.47,20200331
ALA.PR.G,SELL,412,11.635,20200331
ALA.PR.I,SELL,611,16.96,20200331
ALA.PR.K,SELL,299,16.67,20200331
ALS,SELL,8946,7.16,20200331
AND,SELL,1917,23.015,20200331
APHA,SELL,11988,4.355,20200331
APR.UN,SELL,18533,7.46,20200331
APS,SELL,5450,8.39,20200331
ARE,SELL,53478,12.63,20200331
ARX,SELL,20970,4.035,20200331
ASR,SELL,178465,4.575,20200331
ATZ,SELL,9768,12.35,20200331
AX.PR.I,SELL,258,18.425,20200331
BAM.PF.A,SELL,308,15.355,20200331
BAM.PF.B,SELL,736,14.13,20200331
BAM.PF.C,SELL,579,18.13,20200331
BAM.PF.D,SELL,576,18.47,20200331
BAM.PF.E,SELL,388,12.655,20200331
BAM.PF.F,SELL,340,14.29,20200331
BAM.PF.G,SELL,358,13.45,20200331
BAM.PF.H,SELL,695,20.9,20200331
BAM.PF.I,SELL,787,20.625,20200331
BAM.PF.J,SELL,795,20.735,20200331
BAM.PR.B,SELL,631,7.805,20200331
BAM.PR.M,SELL,586,17.81,20200331
BAM.PR.N,SELL,587,17.785,20200331
BAM.PR.T,SELL,804,11.61,20200331
BAM.PR.X,SELL,489,10.015,20200331
BAM.PR.Z,SELL,723,14.83,20200331
BBU.UN,SELL,16203,36.27,20200331
BCE.PR.A,SELL,890,11.115,20200331
BCE.PR.B,SELL,430,11.0,20200331
BCE.PR.C,SELL,777,12.78,20200331
BCE.PR.D,SELL,850,10.865,20200331
BCE.PR.E,SELL,421,10.925,20200331
BCE.PR.J,SELL,427,11.115,20200331
BCE.PR.M,SELL,822,12.61,20200331
BCE.PR.Q,SELL,670,15.725,20200331
BCE.PR.R,SELL,448,10.775,20200331
BCE.PR.Y,SELL,428,10.875,20200331
BEI.UN,SELL,2654,22.71,20200331
BEP.PR.G,SELL,515,19.805,20200331
BEP.PR.I,SELL,233,20.675,20200331
BEP.PR.K,SELL,267,17.87,20200331
BEP.PR.M,SELL,263,17.66,20200331
BEP.PR.O,SELL,517,20.575,20200331
BEP.UN,SELL,15215,59.69,20200331
BIK.PR.A,SELL,211,23.12,20200331
BIP.PR.B,SELL,224,21.13,20200331
BIP.PR.C,SELL,243,19.775,20200331
BIP.PR.D,SELL,512,18.825,20200331
BIP.PR.E,SELL,597,17.52,20200331
BIP.PR.F,SELL,258,17.65,20200331
BIPC,SELL,1034029,51.65,20200331
BIR,SELL,52047,0.785,20200331
BMO.PR.B,SELL,1373,19.625,20200331
BMO.PR.C,SELL,1229,15.9,20200331
BMO.PR.D,SELL,680,15.485,20200331
BMO.PR.E,SELL,661,15.435,20200331
BMO.PR.F,SELL,588,18.05,20200331
BMO.PR.Q,SELL,648,22.64,20200331
BMO.PR.S,SELL,846,13.015,20200331
BMO.PR.T,SELL,386,12.66,20200331
BMO.PR.W,SELL,371,12.93,20200331
BMO.PR.Y,SELL,363,15.435,20200331
BNP,SELL,30527,0.133,20200331
BNS.PR.D,SELL,372,25.075,20200331
BNS.PR.E,SELL,875,22.195,20200331
BNS.PR.F,SELL,204,23.04,20200331
BNS.PR.G,SELL,1144,22.3,20200331
BNS.PR.H,SELL,1173,20.375,20200331
BNS.PR.I,SELL,302,15.79,20200331
BNS.PR.Y,SELL,432,25.025,20200331
BNS.PR.Z,SELL,717,23.845,20200331
BPO.PR.A,SELL,375,12.77,20200331
BPO.PR.C,SELL,238,21.525,20200331
BPO.PR.E,SELL,302,15.5,20200331
BPO.PR.G,SELL,328,14.82,20200331
BPO.PR.I,SELL,327,14.625,20200331
BPO.PR.N,SELL,930,10.215,20200331
BPO.PR.P,SELL,939,10.355,20200331
BPO.PR.R,SELL,420,11.405,20200331
BPO.PR.T,SELL,781,12.89,20200331
BRF.PR.C,SELL,742,14.305,20200331
BRF.PR.F,SELL,562,17.035,20200331
BTB.UN,SELL,600,3.155,20200331
BTO,SELL,341651,4.295,20200331
BYD,SELL,976,148.06,20200331
CAE,SELL,37340,17.775,20200331
CCA,SELL,8840,95.855,20200331
CEF,SELL,400,20.535,20200331
CFW,SELL,35000,0.29,20200331
CG,SELL,183249,8.35,20200331
CGX,SELL,242405,11.71,20200331
CHE.UN,SELL,4431,4.94,20200331
CIA,SELL,800,1.355,20200331
CIGI,SELL,7199,67.39,20200331
CIX,SELL,44922,14.045,20200331
CJT,SELL,3441,101.31,20200331
CM.PR.O,SELL,400,12.425,20200331
CM.PR.P,SELL,388,12.45,20200331
CM.PR.Q,SELL,393,12.325,20200331
CM.PR.R,SELL,1820,14.86,20200331
CM.PR.S,SELL,773,13.25,20200331
CM.PR.T,SELL,552,17.55,20200331
CM.PR.Y,SELL,269,17.695,20200331
CMMC,SELL,587,0.34299999999999997,20200331
CPX,SELL,25376,27.405,20200331
CPX.PR.C,SELL,323,14.875,20200331
CPX.PR.E,SELL,694,14.0,20200331
CPX.PR.G,SELL,206,23.68,20200331
CPX.PR.I,SELL,454,22.335,20200331
CPX.PR.K,SELL,432,22.1,20200331
CRDL,SELL,100,2.885,20200331
CRH,SELL,1848,1.905,20200331
CRT.UN,SELL,35303,11.745,20200331
CSU,SELL,484,1288.325,20200331
CU,SELL,97058,33.995,20200331
CU.PR.C,SELL,341,14.575,20200331
CU.PR.D,SELL,476,20.08,20200331
CU.PR.E,SELL,481,20.115,20200331
CU.PR.F,SELL,532,18.655,20200331
CU.PR.G,SELL,258,18.575,20200331
CU.PR.H,SELL,229,21.605,20200331
CU.PR.I,SELL,696,21.395,20200331
CVE,SELL,127836,2.845,20200331
CWB.PR.C,SELL,214,21.785,20200331
CWB.PR.D,SELL,414,22.625,20200331
DFN,SELL,200,4.54,20200331
DII.B,SELL,8287,1.5,20200331
DIR.UN,SELL,12221,9.155,20200331
DOL,SELL,6456,39.39,20200331
DOO,SELL,10292,22.985,20200331
DR,SELL,33436,3.51,20200331
DRM,SELL,124,9.435,20200331
EFN.PR.A,SELL,250,19.75,20200331
EFN.PR.C,SELL,260,18.96,20200331
EFN.PR.E,SELL,265,18.215,20200331
EFN.PR.G,SELL,524,18.775,20200331
EFN.PR.I,SELL,512,18.6,20200331
EIT.UN,SELL,300,7.11,20200331
ELF,SELL,188,616.495,20200331
EMA,SELL,105019,55.51,20200331
EMA.PR.C,SELL,740,14.795,20200331
EMA.PR.F,SELL,344,14.11,20200331
EMA.PR.H,SELL,762,22.785,20200331
EML.PR.A,SELL,490,20.395,20200331
EMP.A,SELL,109808,28.05,20200331
ENB.PF.A,SELL,846,11.765,20200331
ENB.PF.C,SELL,860,11.59,20200331
ENB.PF.E,SELL,442,10.795,20200331
ENB.PF.G,SELL,883,10.955,20200331
ENB.PF.I,SELL,1632,20.6,20200331
ENB.PF.K,SELL,1192,19.25,20200331
ENB.PR.A,SELL,224,21.18,20200331
ENB.PR.B,SELL,461,10.245,20200331
ENB.PR.D,SELL,422,11.095,20200331
ENB.PR.F,SELL,870,11.51,20200331
ENB.PR.H,SELL,444,10.725,20200331
ENB.PR.J,SELL,838,11.745,20200331
ENB.PR.N,SELL,772,12.76,20200331
ENB.PR.P,SELL,423,11.34,20200331
ENB.PR.T,SELL,425,11.25,20200331
ENB.PR.Y,SELL,1008,10.915,20200331
ERF,SELL,47078,2.045,20200331
ERO,SELL,6806,10.59,20200331
ESI,SELL,124577,0.545,20200331
FC,SELL,917,10.115,20200331
FCU,SELL,86630,0.153,20200331
FEC,SELL,6642,3.56,20200331
FFH.PR.C,SELL,362,12.995,20200331
FFH.PR.G,SELL,482,9.695,20200331
FFH.PR.I,SELL,918,10.565,20200331
FFH.PR.K,SELL,752,12.955,20200331
FFH.PR.M,SELL,301,15.95,20200331
FIH.U,SELL,100,6.6,20200331
FIRE,SELL,3000,0.28300000000000003,20200331
FM,SELL,53942,7.265,20200331
FN,SELL,1487,24.855,20200331
FRII,SELL,100,1.205,20200331
FSV,SELL,562,109.105,20200331
FTG,SELL,100,1.955,20200331
FTS.PR.G,SELL,724,13.96,20200331
FTS.PR.J,SELL,554,20.3,20200331
FTS.PR.K,SELL,766,13.475,20200331
FTS.PR.M,SELL,1443,14.86,20200331
GIB.A,SELL,166975,77.215,20200331
GIL,SELL,177300,18.06,20200331
GUD,SELL,12218,6.235,20200331
GUY,SELL,15000,0.278,20200331
GWO,SELL,29862,24.305,20200331
GWO.PR.G,SELL,808,19.7,20200331
GWO.PR.H,SELL,819,19.285,20200331
GWO.PR.I,SELL,281,17.22,20200331
GWO.PR.L,SELL,499,21.03,20200331
GWO.PR.N,SELL,523,9.51,20200331
GWO.PR.P,SELL,236,20.225,20200331
GWO.PR.Q,SELL,572,19.59,20200331
GWO.PR.R,SELL,585,18.53,20200331
GWO.PR.S,SELL,244,19.705,20200331
GWO.PR.T,SELL,570,19.6,20200331
H,SELL,505758,25.68,20200331
HCG,SELL,6118,16.02,20200331
HEXO,SELL,8421,1.165,20200331
HSE,SELL,323505,3.625,20200331
HSE.PR.A,SELL,889,5.665,20200331
HSE.PR.C,SELL,464,10.13,20200331
HSE.PR.E,SELL,442,10.475,20200331
HSE.PR.G,SELL,492,9.48,20200331
HWX,SELL,10216,1.01,20200331
IAF.PR.G,SELL,775,12.905,20200331
IAF.PR.I,SELL,347,13.6,20200331
IAG,SELL,81865,44.26,20200331
IFC.PR.A,SELL,464,10.095,20200331
IFC.PR.C,SELL,376,12.915,20200331
IFC.PR.E,SELL,475,21.05,20200331
IFC.PR.F,SELL,460,21.375,20200331
IFC.PR.G,SELL,743,14.52,20200331
IGM,SELL,1865,23.415,20200331
ITP,SELL,6407,9.995,20200331
IVN,SELL,27197,2.315,20200331
JE,SELL,40547,0.725,20200331
JWEL,SELL,10428,25.965,20200331
K,SELL,196651,5.735,20200331
KL,SELL,136776,41.72,20200331
KOR,SELL,100,1.385,20200331
L.PR.B,SELL,620,23.31,20200331
LAC,SELL,6659,3.76,20200331
LB.PR.H,SELL,464,10.275,20200331
LGD,SELL,2736,0.865,20200331
LIF,SELL,24113,16.835,20200331
MFC.PR.B,SELL,915,18.895,20200331
MFC.PR.C,SELL,276,17.55,20200331
MFC.PR.G,SELL,358,13.33,20200331
MFC.PR.H,SELL,347,14.33,20200331
MFC.PR.I,SELL,758,13.69,20200331
MFC.PR.J,SELL,369,13.8,20200331
MFC.PR.K,SELL,386,12.7,20200331
MFC.PR.L,SELL,412,12.055,20200331
MFC.PR.M,SELL,385,12.715,20200331
MFC.PR.N,SELL,797,12.5,20200331
MFC.PR.O,SELL,1027,20.6,20200331
MFC.PR.Q,SELL,751,13.82,20200331
MFC.PR.R,SELL,1183,16.775,20200331
MFI,SELL,4749,25.465,20200331
MG,SELL,12483,44.915,20200331
MIC,SELL,4749,31.235,20200331
MMX,SELL,200,4.69,20200331
MPVD,SELL,500,0.345,20200331
MRC,SELL,200,136.12,20200331
MRE,SELL,13531,6.895,20200331
MRT.UN,SELL,545,5.06,20200331
MRU,SELL,92651,57.595,20200331
MSI,SELL,10168,28.42,20200331
MTL,SELL,8911,4.13,20200331
MX,SELL,29635,17.275,20200331
NA.PR.A,SELL,979,21.3,20200331
NA.PR.C,SELL,682,15.63,20200331
NA.PR.E,SELL,355,13.715,20200331
NA.PR.G,SELL,331,14.7,20200331
NA.PR.S,SELL,386,12.81,20200331
NA.PR.W,SELL,383,12.685,20200331
NA.PR.X,SELL,969,22.15,20200331
NDM,SELL,13803,0.56,20200331
NGT,SELL,31193,63.805,20200331
NOA,SELL,14564,7.13,20200331
OGC,SELL,152092,1.355,20200331
OLA,SELL,100,2.015,20200331
PD,SELL,82149,0.44299999999999995,20200331
PKI,SELL,19656,25.015,20200331
POW.PR.B,SELL,570,20.055,20200331
POW.PR.D,SELL,249,19.33,20200331
POW.PR.G,SELL,238,20.565,20200331
PPL.PF.A,SELL,682,16.5,20200331
PPL.PF.C,SELL,286,16.875,20200331
PPL.PF.E,SELL,300,15.92,20200331
PPL.PR.A,SELL,810,11.925,20200331
PPL.PR.C,SELL,406,11.81,20200331
PPL.PR.E,SELL,828,11.495,20200331
PPL.PR.G,SELL,848,11.135,20200331
PPL.PR.I,SELL,768,12.33,20200331
PPL.PR.K,SELL,517,19.8,20200331
PPL.PR.M,SELL,249,19.38,20200331
PPL.PR.O,SELL,463,10.45,20200331
PPL.PR.Q,SELL,395,12.17,20200331
PPL.PR.S,SELL,358,14.125,20200331
PRN,SELL,366,13.395,20200331
PSI,SELL,12533,6.34,20200331
PWF.PR.F,SELL,566,19.86,20200331
PWF.PR.G,SELL,216,22.085,20200331
PWF.PR.H,SELL,226,21.58,20200331
PWF.PR.I,SELL,583,22.825,20200331
PWF.PR.K,SELL,258,18.675,20200331
PWF.PR.L,SELL,575,19.24,20200331
PWF.PR.O,SELL,224,21.595,20200331
PWF.PR.P,SELL,493,9.715,20200331
PWF.PR.R,SELL,699,20.55,20200331
PWF.PR.S,SELL,819,18.43,20200331
PWF.PR.T,SELL,1599,12.94,20200331
PWF.PR.Z,SELL,251,19.285,20200331
RBA,SELL,2509,48.04,20200331
RCH,SELL,9484,22.36,20200331
REI.UN,SELL,99008,16.165,20200331
RFP,SELL,6800,1.815,20200331
RUS,SELL,3140,13.145,20200331
RY.PR.A,SELL,756,23.95,20200331
RY.PR.E,SELL,664,23.895,20200331
RY.PR.F,SELL,570,23.915,20200331
RY.PR.G,SELL,663,23.965,20200331
RY.PR.H,SELL,834,13.7,20200331
RY.PR.J,SELL,998,14.6,20200331
RY.PR.M,SELL,345,14.245,20200331
RY.PR.O,SELL,459,21.135,20200331
RY.PR.P,SELL,447,23.075,20200331
RY.PR.Q,SELL,1566,22.725,20200331
RY.PR.R,SELL,1603,23.59,20200331
RY.PR.S,SELL,303,15.875,20200331
RY.PR.W,SELL,785,21.235,20200331
RY.PR.Z,SELL,830,13.35,20200331
SEA,SELL,5519,13.225,20200331
SES,SELL,81208,0.97,20200331
SGY,SELL,36688,0.223,20200331
SJ,SELL,6683,30.545,20200331
SJR.PR.A,SELL,824,10.8,20200331
SLF.PR.A,SELL,1006,18.6,20200331
SLF.PR.B,SELL,861,19.125,20200331
SLF.PR.C,SELL,276,17.37,20200331
SLF.PR.D,SELL,272,17.77,20200331
SLF.PR.E,SELL,273,17.665,20200331
SLF.PR.H,SELL,404,11.59,20200331
SLF.PR.I,SELL,375,13.785,20200331
SLF.PR.J,SELL,629,8.625,20200331
SMF,SELL,237220,2.785,20200331
SOT.UN,SELL,16324,3.69,20200331
SPB,SELL,69684,8.3,20200331
SSL,SELL,15407,7.125,20200331
STLC,SELL,15051,4.2,20200331
TA,SELL,91162,7.345,20200331
TCW,SELL,83735,0.45799999999999996,20200331
TD.PF.A,SELL,831,13.315,20200331
TD.PF.B,SELL,830,13.35,20200331
TD.PF.C,SELL,833,13.48,20200331
TD.PF.D,SELL,337,14.33,20200331
TD.PF.E,SELL,662,14.32,20200331
TD.PF.F,SELL,465,21.435,20200331
TD.PF.G,SELL,1527,22.255,20200331
TD.PF.H,SELL,2120,19.415,20200331
TD.PF.I,SELL,624,15.5,20200331
TD.PF.J,SELL,327,15.33,20200331
TD.PF.K,SELL,663,15.15,20200331
TD.PF.L,SELL,588,17.8,20200331
TD.PF.M,SELL,1100,18.59,20200331
TF,SELL,3881,7.135,20200331
TFII,SELL,4877,30.635,20200331
TGOD,SELL,11166,0.303,20200331
TMR,SELL,5206,0.465,20200331
TNT.UN,SELL,52216,4.905,20200331
TOG,SELL,77868,0.645,20200331
TRIL,SELL,16534,5.67,20200331
TRP.PR.A,SELL,431,11.37,20200331
TRP.PR.C,SELL,1112,8.605,20200331
TRP.PR.D,SELL,983,12.82,20200331
TRP.PR.E,SELL,750,12.72,20200331
TRP.PR.F,SELL,1014,9.84,20200331
TRP.PR.G,SELL,735,14.315,20200331
TRP.PR.J,SELL,1148,22.76,20200331
TRP.PR.K,SELL,2102,20.67,20200331
TRST,SELL,42227,0.055,20200331
TXG,SELL,38289,13.4,20200331
UFS,SELL,12746,30.345,20200331
UNI,SELL,100,1.775,20200331
USA,SELL,1200,2.135,20200331
VFF,SELL,6113,4.055,20200331
