Symbol,Imbalance Side,Imbalance Size,Imbalance Reference Price,moc_date
CHE.UN,BUY,1869,4.89,20200326
CHR,BUY,1049,3.85,20200326
CIGI,BUY,689,68.625,20200326
CIX,BUY,21394,13.7,20200326
CJ,BUY,100,0.44,20200326
CJR.B,BUY,19742,2.705,20200326
CJT,BUY,1182,94.335,20200326
CLS,BUY,18822,4.855,20200326
CMG,BUY,8067,4.415,20200326
CNQ,BUY,634359,14.555,20200326
CNR,BUY,264004,107.385,20200326
CP,BUY,47741,303.01,20200326
CPG,BUY,41489,0.995,20200326
CPX,BUY,19729,26.83,20200326
CRH,BUY,436,1.86,20200326
CRON,BUY,32146,8.715,20200326
CRT.UN,BUY,3141,11.605,20200326
CSU,BUY,7350,1237.96,20200326
CTC.A,BUY,18018,86.47,20200326
CUF.UN,BUY,59760,9.165,20200326
CVE,BUY,243269,2.63,20200326
CWB,BUY,48671,18.26,20200326
CWEB,BUY,25633,6.68,20200326
D.UN,BUY,1215,21.62,20200326
DIR.UN,BUY,10181,8.955,20200326
DIV,BUY,2200,1.755,20200326
DML,BUY,376,0.315,20200326
DOL,BUY,107124,41.665,20200326
DR,BUY,210,3.595,20200326
DSG,BUY,3733,45.93,20200326
ECN,BUY,15654,3.715,20200326
EDR,BUY,700,2.075,20200326
EF.UN,BUY,100,6.685,20200326
EFN,BUY,1267,8.975,20200326
EGLX,BUY,10000,1.5,20200326
ELF,BUY,55,607.335,20200326
EMA,BUY,49183,50.975,20200326
EMP.A,BUY,19925,28.355,20200326
ENB,BUY,589636,41.02,20200326
ENGH,BUY,11542,41.975,20200326
EQB,BUY,2293,54.89,20200326
EQX,BUY,15302,9.705,20200326
ERF,BUY,24316,2.065,20200326
ET,BUY,2032,12.445,20200326
EXE,BUY,10570,5.775,20200326
FCR.UN,BUY,41242,12.935,20200326
FFH,BUY,8075,428.045,20200326
FM,BUY,152795,7.095,20200326
FN,BUY,4551,25.025,20200326
FNV,BUY,69224,152.07,20200326
FOOD,BUY,100,3.29,20200326
FR,BUY,16629,10.06,20200326
FTG,BUY,100,1.805,20200326
FTN,BUY,200,4.56,20200326
FTS,BUY,122736,50.825,20200326
FVI,BUY,23522,3.735,20200326
GC,BUY,5860,26.365,20200326
GCM,BUY,2304,4.025,20200326
GDG.UN,BUY,100,10.36,20200326
GEC.UN,BUY,100,11.05,20200326
GEI,BUY,6858,17.03,20200326
GFL,BUY,36,20.81,20200326
GH,BUY,100,4.225,20200326
GIB.A,BUY,48923,72.34,20200326
GIL,BUY,20273,18.005,20200326
GMP,BUY,100,1.405,20200326
GOLD,BUY,100,1.355,20200326
GOOS,BUY,18081,28.575,20200326
GPR,BUY,216,0.498,20200326
GRT.UN,BUY,12874,53.195,20200326
GSC,BUY,2130,3.505,20200326
GSV,BUY,140,0.725,20200326
GWO,BUY,10354,23.905,20200326
H,BUY,96406,24.965,20200326
HCG,BUY,17452,17.675,20200326
HDI,BUY,66,9.3,20200326
HEXO,BUY,36001,1.425,20200326
HLF,BUY,66,6.29,20200326
HRX,BUY,102,10.795,20200326
HSE,BUY,131800,3.535,20200326
IFC,BUY,49828,119.07,20200326
IFP,BUY,7661,6.205,20200326
IGM,BUY,3445,23.015,20200326
IMO,BUY,21739,14.4,20200326
IMV,BUY,100,2.295,20200326
INE,BUY,31042,18.955,20200326
IPL,BUY,119311,9.875,20200326
IPLP,BUY,20,4.325,20200326
ITP,BUY,2714,9.395,20200326
IVN,BUY,82511,2.385,20200326
JE,BUY,3286,0.815,20200326
JWEL,BUY,3532,25.22,20200326
K,BUY,495589,6.445,20200326
KBL,BUY,16,27.6,20200326
KEL,BUY,7578,1.015,20200326
KEY,BUY,54944,14.55,20200326
KL,BUY,85690,45.56,20200326
KOR,BUY,100,1.7,20200326
KXS,BUY,12915,106.18,20200326
LABS,BUY,11512,2.105,20200326
LAC,BUY,1200,3.97,20200326
LGO,BUY,832,0.625,20200326
LIF,BUY,2810,16.805,20200326
LSPD,BUY,2189,23.005,20200326
LUC,BUY,1348,0.45799999999999996,20200326
LUN,BUY,173815,5.465,20200326
MAG,BUY,8064,12.895,20200326
MBN,BUY,200,5.565,20200326
MDI,BUY,390,2.62,20200326
MEG,BUY,41108,1.345,20200326
MFC,BUY,445308,16.59,20200326
MFI,BUY,12451,21.885,20200326
MG,BUY,67291,44.17,20200326
MID.UN,BUY,100,5.04,20200326
MKP,BUY,20,11.675,20200326
MOZ,BUY,200,1.12,20200326
MPVD,BUY,236,0.40299999999999997,20200326
MRE,BUY,1587,6.885,20200326
MRT.UN,BUY,7686,5.2,20200326
MRU,BUY,46789,57.725,20200326
MSI,BUY,2732,28.04,20200326
MTL,BUY,15959,4.215,20200326
MTY,BUY,1808,23.31,20200326
MX,BUY,12191,18.265,20200326
NDM,BUY,268,0.595,20200326
NG,BUY,10464,11.835,20200326
NPI,BUY,66627,26.95,20200326
NTR,BUY,224140,45.48,20200326
NVU.UN,BUY,885,32.465,20200326
NWC,BUY,6541,19.145,20200326
NXE,BUY,640,0.95,20200326
OGC,BUY,1743,1.575,20200326
OGI,BUY,11636,2.705,20200326
OLA,BUY,196,2.175,20200326
ONEX,BUY,12569,50.93,20200326
OSK,BUY,6062,2.595,20200326
OTEX,BUY,54431,49.24,20200326
OVV,BUY,154449,3.965,20200326
PBH,BUY,1940,71.215,20200326
PCD.UN,BUY,100,6.22,20200326
PD,BUY,1752,0.44299999999999995,20200326
PEY,BUY,455,1.395,20200326
PG,BUY,1106,1.195,20200326
PIF,BUY,93,10.25,20200326
PKI,BUY,25545,26.475,20200326
PPL,BUY,98942,29.09,20200326
PRMW,BUY,1584,12.63,20200326
PRN,BUY,1000,13.815,20200326
PSI,BUY,1102,6.975,20200326
PSK,BUY,29058,7.63,20200326
PTM,BUY,100,2.03,20200326
PVG,BUY,3485,9.29,20200326
PZA,BUY,73,7.755,20200326
QBR.B,BUY,54388,29.765,20200326
QSR,BUY,103109,59.965,20200326
QTRH,BUY,100,1.465,20200326
RA.UN,BUY,100,8.475,20200326
RCH,BUY,4982,22.45,20200326
RCI.B,BUY,157041,55.355,20200326
RCO.UN,BUY,100,9.1,20200326
RFP,BUY,100,2.15,20200326
RNW,BUY,20946,14.56,20200326
ROXG,BUY,1084,0.75,20200326
RSI,BUY,5646,4.355,20200326
RUS,BUY,4082,13.175,20200326
RY,BUY,137182,84.885,20200326
SAP,BUY,60432,33.78,20200326
SBB,BUY,742,1.205,20200326
SHOP,BUY,23444,619.01,20200326
SII,BUY,9401,2.485,20200326
SIS,BUY,4883,10.955,20200326
SJR.B,BUY,50582,22.09,20200326
SLF,BUY,299730,43.795,20200326
SMF,BUY,163102,3.095,20200326
SMT,BUY,116,1.07,20200326
SMU.UN,BUY,34685,8.535,20200326
SOT.UN,BUY,4609,3.495,20200326
SPB,BUY,17324,7.685,20200326
SRT.UN,BUY,43,6.89,20200326
SRU.UN,BUY,29313,19.13,20200326
SU,BUY,391547,17.835,20200326
SVM,BUY,12726,5.565,20200326
SW,BUY,1163,8.16,20200326
SWP,BUY,100,2.77,20200326
T,BUY,101999,21.66,20200326
TA,BUY,27454,7.215,20200326
TCN,BUY,9931,6.575,20200326
TCW,BUY,2010,0.45,20200326
TD,BUY,278873,59.23,20200326
TEV,BUY,268,3.79,20200326
TF,BUY,2201,7.06,20200326
TFII,BUY,2296,29.975,20200326
TGOD,BUY,98,0.355,20200326
TH,BUY,100,2.21,20200326
TOT,BUY,52,2.17,20200326
TOU,BUY,45606,8.435,20200326
TOY,BUY,4512,13.095,20200326
TRI,BUY,83636,85.395,20200326
TRP,BUY,192241,59.93,20200326
TRQ,BUY,22759,0.555,20200326
TRZ,BUY,486,8.76,20200326
TSGI,BUY,22066,26.78,20200326
TSU,BUY,173,41.49,20200326
TWM,BUY,376,0.433,20200326
UNS,BUY,100,6.03,20200326
VB,BUY,100,5.4,20200326
VFF,BUY,4557,5.005,20200326
VII,BUY,7396,1.685,20200326
WCN,BUY,18448,108.105,20200326
WCP,BUY,41146,1.115,20200326
WEED,BUY,36194,21.06,20200326
WEF,BUY,33397,0.645,20200326
WFT,BUY,1553,29.75,20200326
WIR.U,BUY,14598,9.315,20200326
WJX,BUY,80,5.83,20200326
WN,BUY,23867,97.91,20200326
WPM,BUY,237411,41.015,20200326
WPRT,BUY,100,1.46,20200326
WSP,BUY,6887,75.34,20200326
WTE,BUY,10237,13.835,20200326
XAU,BUY,100,2.575,20200326
ZZZ,BUY,4788,9.84,20200326
AAV,SELL,4738,1.385,20200326
ABT,SELL,80,8.395,20200326
AC,SELL,6618,17.35,20200326
ACO.X,SELL,30433,36.66,20200326
AD,SELL,18174,8.585,20200326
ADN,SELL,100,13.365,20200326
AFN,SELL,1867,16.74,20200326
AGI,SELL,40672,8.225,20200326
ALA,SELL,41142,12.105,20200326
ALS,SELL,202,7.2,20200326
APS,SELL,359,8.565,20200326
ARX,SELL,176716,4.055,20200326
ASR,SELL,18001,4.885,20200326
ATA,SELL,255,15.5,20200326
AUP,SELL,608,19.575,20200326
AXU,SELL,600,1.97,20200326
BAD,SELL,1286,21.735,20200326
BEI.UN,SELL,5227,20.81,20200326
BEP.PR.G,SELL,1000,19.87,20200326
BEP.UN,SELL,2933,58.945,20200326
BIR,SELL,2584,0.685,20200326
BLU,SELL,80,13.55,20200326
BTO,SELL,27393,4.915,20200326
CCA,SELL,5393,90.315,20200326
CDAY,SELL,18,72.01,20200326
CEE,SELL,100,2.335,20200326
CEU,SELL,3440,0.615,20200326
CG,SELL,24118,9.255,20200326
CGO,SELL,885,79.765,20200326
CHP.UN,SELL,72891,11.94,20200326
CIA,SELL,300,1.51,20200326
CM,SELL,1953,80.325,20200326
CNE,SELL,4769,3.585,20200326
CPX.PR.I,SELL,3000,21.375,20200326
CRR.UN,SELL,24,12.32,20200326
CSH.UN,SELL,4285,8.8,20200326
CU,SELL,25426,32.605,20200326
CWX,SELL,200,3.47,20200326
DFN,SELL,200,4.895,20200326
DOO,SELL,1124,26.15,20200326
DPM,SELL,14978,4.905,20200326
DRM,SELL,768,9.16,20200326
DRT,SELL,1008,1.465,20200326
EDV,SELL,22402,22.115,20200326
EFR,SELL,273,1.395,20200326
EFX,SELL,7544,5.98,20200326
EIF,SELL,572,20.77,20200326
EIT.UN,SELL,100,6.99,20200326
ELD,SELL,19453,9.705,20200326
ERO,SELL,3206,11.02,20200326
ESI,SELL,1163,0.595,20200326
FC,SELL,20,9.85,20200326
FEC,SELL,7309,3.215,20200326
FRU,SELL,9599,2.815,20200326
FSV,SELL,693,110.35,20200326
FSZ,SELL,4761,6.5,20200326
FTT,SELL,31014,15.065,20200326
GSY,SELL,659,37.57,20200326
GTE,SELL,38,0.293,20200326
GUD,SELL,3838,5.865,20200326
GUY,SELL,1764,0.298,20200326
HBM,SELL,39852,2.535,20200326
HLS,SELL,170,18.755,20200326
HR.UN,SELL,60526,8.005,20200326
IAG,SELL,15384,43.2,20200326
IIP.UN,SELL,1888,13.065,20200326
IMG,SELL,40943,3.545,20200326
INO.UN,SELL,300,5.69,20200326
KMP.UN,SELL,2802,15.025,20200326
L,SELL,23271,68.02,20200326
LB,SELL,11006,31.19,20200326
LNR,SELL,9612,29.13,20200326
LUG,SELL,605,8.55,20200326
MAXR,SELL,2151,15.27,20200326
MI.UN,SELL,4499,20.16,20200326
MIC,SELL,939,32.195,20200326
MRG.UN,SELL,4477,12.78,20200326
,SELL,207222,53.34,20200326
NEPT,SELL,671,1.755,20200326
NFI,SELL,2577,15.555,20200326
NGD,SELL,11190,0.82,20200326
NGT,SELL,1183,66.54,20200326
NOA,SELL,1445,7.465,20200326
NVA,SELL,1160,0.483,20200326
NWH.UN,SELL,3924,8.475,20200326
OR,SELL,13522,11.27,20200326
OSB,SELL,1575,18.81,20200326
PAAS,SELL,19704,23.3,20200326
PLC,SELL,185,21.13,20200326
POU,SELL,14310,1.185,20200326
POW,SELL,88441,22.73,20200326
PPL.PR.I,SELL,1000,12.425,20200326
PRV.UN,SELL,4400,3.665,20200326
PXT,SELL,20771,11.315,20200326
RBA,SELL,1533,46.315,20200326
REAL,SELL,8002,13.875,20200326
RECP,SELL,10,8.555,20200326
REI.UN,SELL,80527,16.04,20200326
RIV,SELL,62,0.825,20200326
SCL,SELL,4244,1.63,20200326
SEA,SELL,3727,14.74,20200326
SES,SELL,9543,1.045,20200326
SGY,SELL,276,0.23800000000000002,20200326
SIA,SELL,747,11.555,20200326
SIL,SELL,16443,8.1,20200326
SJ,SELL,61,29.525,20200326
SLF.PR.H,SELL,4000,11.2,20200326
SNC,SELL,8312,21.775,20200326
SSL,SELL,11048,8.175,20200326
SSRM,SELL,7511,18.85,20200326
STLC,SELL,2933,4.45,20200326
STN,SELL,17172,35.13,20200326
TA.PR.D,SELL,4000,8.3,20200326
TA.PR.H,SELL,2000,12.72,20200326
TCL.A,SELL,2958,11.515,20200326
TECK.B,SELL,283819,10.625,20200326
TGZ,SELL,1897,7.23,20200326
TIH,SELL,17381,61.29,20200326
TNT.UN,SELL,3695,4.785,20200326
TOG,SELL,24568,0.605,20200326
TRIL,SELL,430,5.39,20200326
TRST,SELL,243,1.005,20200326
TVE,SELL,1486,0.505,20200326
TXG,SELL,3818,15.24,20200326
U,SELL,5035,3.715,20200326
UFS,SELL,63,30.385,20200326
USA,SELL,1823,2.305,20200326
VET,SELL,17976,4.155,20200326
VMD,SELL,666,5.88,20200326
W.PR.K,SELL,1000,19.595,20200326
WDO,SELL,32929,8.4,20200326
WM,SELL,7613,0.575,20200326
WPK,SELL,396,39.37,20200326
X,SELL,116,103.665,20200326
YRI,SELL,35631,4.545,20200326
